web-scraper-order,web-scraper-start-url,link,link-href,stock
"1550650632-725","https://vaperalia.es/aromas-vampire-vape-267?n=555","Aroma Root Beer - Vampire Vape","https://vaperalia.es/aromas-vampire-vape/aroma-root-beer-vampire-vape-3101.html","En stock"
"1550650641-870","https://vaperalia.es/big-mouth-496?n=555","Golden Orange - Big Mouth","https://vaperalia.es/big-mouth/golden-orange-big-mouth-3165.html","En stock"
"1550650639-856","https://vaperalia.es/bombo-100?n=555","Torquemada - Bombo","https://vaperalia.es/bombo/torquemada-bombo-534.html","En stock"
"1550650636-790","https://vaperalia.es/the-alchemist-juice-677?n=555","Kalippooh Zero Strawberry - The Alchemist...","https://vaperalia.es/the-alchemist-juice/kalipoo-zero-fresa-the-alchemist-juice-5172.html","En stock"
"1550650643-894","https://vaperalia.es/pro-vape-672?n=555","Kimkabum - Warriors","https://vaperalia.es/warriors-line/kimkabum-warriors-4321.html","En stock"
"1550650652-943","https://vaperalia.es/horny-flava_166?n=555","Aroma Pineapple - Horny Flava","https://vaperalia.es/aromas-horny-flava/aroma-pineapple-horny-flava-3907.html","Agotado"
"1550650660-986","https://vaperalia.es/nasty-juice-481?n=555","Bloody Berry - Nasty Juice","https://vaperalia.es/nasty-juice/bloody-berry-nasty-juice-3406.html","En stock"
"1550650632-734","https://vaperalia.es/aromas-vampire-vape-267?n=555","Aroma Rainbow Skull - Vampire Vape","https://vaperalia.es/aromas-vampire-vape/aroma-rainbow-skull-vampire-vape-2395.html","En stock"
"1550650625-672","https://vaperalia.es/kits-joyetech-32?n=555","Espion Solo 21700 + ProCore Air 2ml -...","https://vaperalia.es/kits-joyetech/espion-solo-21700-procore-air-2ml-joyetech-4663.html","En stock"
"1550650652-944","https://vaperalia.es/horny-flava_166?n=555","Aroma Pinberry - Horny Flava","https://vaperalia.es/aromas-horny-flava/aroma-pinberry-horny-flava-3906.html","Agotado"
"1550650641-873","https://vaperalia.es/big-mouth-496?n=555","Unseen Strawberry Lime - Big Mouth","https://vaperalia.es/big-mouth/unseen-strawberry-lime-big-mouth-3160.html","En stock"
"1550650630-714","https://vaperalia.es/aromas-big-mouth-305?n=555","Aroma Smooth Aloe Vera - Big Mouth","https://vaperalia.es/aromas-big-mouth/aroma-smooth-aloe-vera-big-mouth-2775.html","En stock"
"1550650632-745","https://vaperalia.es/aromas-vampire-vape-267?n=555","Aroma Fat Gob - Vampire Vape","https://vaperalia.es/aromas-vampire-vape/aroma-fat-gob-vampire-vape-1860.html","En stock"
"1550650636-784","https://vaperalia.es/the-alchemist-juice-677?n=555","Santo Grial - The Alchemist Juice","https://vaperalia.es/the-alchemist-juice/santo-grial-the-alchemist-juice-5754.html","En stock"
"1550650632-741","https://vaperalia.es/aromas-vampire-vape-267?n=555","Aroma Pinkman 10 ml - Vampire Vape","https://vaperalia.es/aromas-vampire-vape/aroma-pinkman-10-ml-vampire-vape-1877.html","Agotado"
"1550650649-923","https://vaperalia.es/mistiq-489?n=555","Bluecurrant - Mistiq Flava","https://vaperalia.es/mistiq/bluecurrant-mistiq-flava-3139.html","Agotado"
"1550650630-711","https://vaperalia.es/aromas-big-mouth-305?n=555","I'll take you to Zingy Punch - Big Mouth","https://vaperalia.es/aromas-big-mouth/i-ll-take-you-to-zingy-punch-big-mouth-2783.html","En stock"
"1550650641-869","https://vaperalia.es/big-mouth-496?n=555","Fresh Multi - Big Mouth","https://vaperalia.es/big-mouth/fresh-multi-big-mouth-3166.html","Agotado"
"1550650636-800","https://vaperalia.es/the-alchemist-juice-677?n=555","Sancho Panza - The Alchemist Juice","https://vaperalia.es/the-alchemist-juice/sancho-panza-the-alchemist-juice-4426.html","En stock"
"1550650639-827","https://vaperalia.es/bombo-100?n=555","Nectar 50ml - Bombo","https://vaperalia.es/bombo/nectar-50ml-bombo-4055.html","En stock"
"1550650632-743","https://vaperalia.es/aromas-vampire-vape-267?n=555","Aroma Virginia - Vampire Vape","https://vaperalia.es/aromas-vampire-vape/aroma-virginia-vampire-vape-1862.html","Agotado"
"1550650652-926","https://vaperalia.es/horny-flava_166?n=555","Aroma Blondie - Horny Flava","https://vaperalia.es/aromas-horny-flava/aroma-blondie-horny-flava-5121.html","En stock"
"1550650634-782","https://vaperalia.es/fat-panda-653?n=555","Million Dollar Custard - Fat Panda","https://vaperalia.es/fat-panda/million-dollar-custard-fat-panda-4136.html","En stock"
"1550650632-732","https://vaperalia.es/aromas-vampire-vape-267?n=555","Aroma Dusk - Vampire Vape","https://vaperalia.es/aromas-vampire-vape/aroma-dusk-vampire-vape-2626.html","En stock"
"1550650652-945","https://vaperalia.es/horny-flava_166?n=555","Aroma Mango - Horny Flava","https://vaperalia.es/aromas-horny-flava/aroma-mango-horny-flava-3903.html","Agotado"
"1550650649-919","https://vaperalia.es/mistiq-489?n=555","Berry's - Mistiq Flava","https://vaperalia.es/mistiq/berry-s-mistiq-flava-3144.html","En stock"
"1550650632-775","https://vaperalia.es/aromas-vampire-vape-267?n=555","Aroma Sherbert Lemon - Vampire Vape","https://vaperalia.es/aromas-vampire-vape/aroma-sherbert-lemon-vampire-vape-1251.html","En stock"
"1550650662-996","https://vaperalia.es/mono-ejuice_115?n=555","Milky Way TPD - Mono eJuice","https://vaperalia.es/mono-ejuice/milky-way-tpd-mono-ejuice-3744.html","En stock"
"1550650630-720","https://vaperalia.es/aromas-big-mouth-305?n=555","Aroma More PopCorn - Big Mouth","https://vaperalia.es/aromas-big-mouth/aroma-more-popcorn-big-mouth-1538.html","En stock"
"1550650643-888","https://vaperalia.es/pro-vape-672?n=555","Jean Claude Van Vape - Heroes","https://vaperalia.es/heroes-line/jean-claude-van-vape-heroes-4315.html","En stock"
"1550650632-726","https://vaperalia.es/aromas-vampire-vape-267?n=555","Aroma Koolada - Vampire Vape","https://vaperalia.es/aromas-vampire-vape/aroma-koolada-vampire-vape-3099.html","En stock"
"1550650630-705","https://vaperalia.es/aromas-big-mouth-305?n=555","Full Zest - Big Mouth","https://vaperalia.es/aromas-big-mouth/full-zest-big-mouth-2790.html","En stock"
"1550650641-858","https://vaperalia.es/big-mouth-496?n=555","Melon Charge - Big Mouth","https://vaperalia.es/big-mouth/melon-charge-big-mouth-3194.html","En stock"
"1550650632-727","https://vaperalia.es/aromas-vampire-vape-267?n=555","Aroma French Vanilla - Vampire Vape","https://vaperalia.es/aromas-vampire-vape/aroma-french-vanilla-vampire-vape-3097.html","En stock"
